MICRO GOLD - COMMODITY EXCHANGE INC.,250520,2025-05-20,088695,CMX ,1,88,49010,0,0,0,0,0,1174,318,25,18698,25268,1913,21810,27524,27201,21486,49010,0,0,0,0,0,1174,318,25,18698,25268,1913,21810,27524,27201,21486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    6255,       0,       0,       0,       0,       0,    -436,     318,      25,    4574,    3538,     502,    4665,    4383,    1590,    1872,100.0,0.0,0.0,0.0,0.0,0.0,2.4,0.6,0.1,38.2,51.6,3.9,44.5,56.2,55.5,43.8,100.0,0.0,0.0,0.0,0.0,0.0,2.4,0.6,0.1,38.2,51.6,3.9,44.5,56.2,55.5,43.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,      0,      0,      0,      0,      0,.,.,.,     14,     11,      7,20,     17,29,      0,      0,      0,      0,      0,.,.,.,     14,     11,      7,     20,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,23.7,42.3,34.3,50.9,23.1,41.9,32.6,49.8,23.7,42.3,34.3,50.9,23.1,41.9,32.6,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250513,2025-05-13,088695,CMX ,1,88,42756,0,0,0,0,0,1610,0,0,14124,21730,1411,17145,23141,25611,19614,42756,0,0,0,0,0,1610,0,0,14124,21730,1411,17145,23141,25611,19614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -3569,       0,       0,    -632,       0,       0,    -540,    -272,     -47,   -2996,    2271,    -215,   -4430,    1736,     861,   -5305,100.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,33.0,50.8,3.3,40.1,54.1,59.9,45.9,100.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,33.0,50.8,3.3,40.1,54.1,59.9,45.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,      0,      0,      0,      0,      0,.,      0,      0,     15,     11,      8,23,     15,30,      0,      0,      0,      0,      0,.,      0,      0,     15,     11,      8,     23,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,18.7,41.1,26.9,50.1,18.7,39.7,26.9,48.6,18.7,41.1,26.9,50.1,18.7,39.7,26.9,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250506,2025-05-06,088695,CMX ,1,88,46325,0,0,632,0,0,2150,272,47,17120,19460,1626,21575,21405,24749,24920,46325,0,0,632,0,0,2150,272,47,17120,19460,1626,21575,21405,24749,24920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    2448,       0,       0,     236,       0,       0,      88,     147,     -30,   -1010,   -1060,     280,    -436,    -663,    2884,    3112,100.0,0.0,0.0,1.4,0.0,0.0,4.6,0.6,0.1,37.0,42.0,3.5,46.6,46.2,53.4,53.8,100.0,0.0,0.0,1.4,0.0,0.0,4.6,0.6,0.1,37.0,42.0,3.5,46.6,46.2,53.4,53.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,      0,      0,.,      0,      0,.,.,.,     11,     12,      7,23,     15,30,      0,      0,.,      0,      0,.,.,.,     11,     12,      7,     23,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,25.8,32.4,35.6,41.8,25.8,30.3,35.6,39.6,25.8,32.4,35.6,41.8,25.8,30.3,35.6,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250429,2025-04-29,088695,CMX ,1,88,43876,0,0,396,0,0,2062,125,77,18130,20520,1346,22011,22068,21865,21808,43876,0,0,396,0,0,2062,125,77,18130,20520,1346,22011,22068,21865,21808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -2330,       0,       0,       0,       0,       0,    -425,     125,      77,   -1713,    2156,   -1088,   -3149,    1270,     819,   -3600,100.0,0.0,0.0,0.9,0.0,0.0,4.7,0.3,0.2,41.3,46.8,3.1,50.2,50.3,49.8,49.7,100.0,0.0,0.0,0.9,0.0,0.0,4.7,0.3,0.2,41.3,46.8,3.1,50.2,50.3,49.8,49.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,      0,      0,.,      0,      0,.,.,.,     11,     13,      6,20,     16,29,      0,      0,.,      0,      0,.,.,.,     11,     13,      6,     20,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,29.7,36.0,39.6,45.5,29.2,33.8,39.2,43.1,29.7,36.0,39.6,45.5,29.2,33.8,39.2,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250422,2025-04-22,088695,CMX ,1,88,46206,0,0,396,0,0,2487,0,0,19843,18364,2434,25160,20798,21046,25408,46206,0,0,396,0,0,2487,0,0,19843,18364,2434,25160,20798,21046,25408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    7247,       0,       0,       0,       0,       0,     775,       0,       0,    4338,    2776,     257,    5370,    3033,    1877,    4214,100.0,0.0,0.0,0.9,0.0,0.0,5.4,0.0,0.0,42.9,39.7,5.3,54.5,45.0,45.5,55.0,100.0,0.0,0.0,0.9,0.0,0.0,5.4,0.0,0.0,42.9,39.7,5.3,54.5,45.0,45.5,55.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,      0,      0,.,      0,      0,      4,      0,      0,     15,     13,      7,25,     15,33,      0,      0,.,      0,      0,      4,      0,      0,     15,     13,      7,     25,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,30.4,28.6,39.8,40.9,30.0,25.2,38.5,36.6,30.4,28.6,39.8,40.9,30.0,25.2,38.5,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250415,2025-04-15,088695,CMX ,1,88,38960,0,0,396,0,0,1712,0,0,15505,15588,2177,19790,17765,19170,21195,38960,0,0,396,0,0,1712,0,0,15505,15588,2177,19790,17765,19170,21195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1054,       0,       0,     396,       0,       0,    -421,       0,       0,    4681,    -237,   -2440,    2216,   -2677,   -1162,    3731,100.0,0.0,0.0,1.0,0.0,0.0,4.4,0.0,0.0,39.8,40.0,5.6,50.8,45.6,49.2,54.4,100.0,0.0,0.0,1.0,0.0,0.0,4.4,0.0,0.0,39.8,40.0,5.6,50.8,45.6,49.2,54.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,      0,      0,.,      0,      0,.,      0,      0,     16,     13,      5,23,     15,33,      0,      0,.,      0,      0,.,      0,      0,     16,     13,      5,     23,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,23.1,27.8,35.5,40.4,22.6,24.0,34.2,35.9,23.1,27.8,35.5,40.4,22.6,24.0,34.2,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250408,2025-04-08,088695,CMX ,1,88,37906,0,0,0,0,0,2133,0,0,10824,15825,4617,17574,20442,20332,17464,37906,0,0,0,0,0,2133,0,0,10824,15825,4617,17574,20442,20332,17464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    -222,       0,       0,       0,       0,       0,    -133,       0,       0,   -1980,    5426,    -254,   -2367,    5172,    2145,   -5394,100.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,28.6,41.7,12.2,46.4,53.9,53.6,46.1,100.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,28.6,41.7,12.2,46.4,53.9,53.6,46.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,      0,      0,      0,      0,      0,.,      0,      0,     14,      9,      9,23,     13,27,      0,      0,      0,      0,      0,.,      0,      0,     14,      9,      9,     23,     13,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,22.0,32.4,33.4,49.3,17.5,28.8,27.2,41.0,22.0,32.4,33.4,49.3,17.5,28.8,27.2,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250401,2025-04-01,088695,CMX ,1,88,38127,0,0,0,0,0,2266,0,0,12804,10399,4871,19941,15270,18186,22857,38127,0,0,0,0,0,2266,0,0,12804,10399,4871,19941,15270,18186,22857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    -107,       0,       0,       0,       0,       0,     362,       0,       0,    3135,   -5721,   -1945,    1552,   -7666,   -1659,    7559,100.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,33.6,27.3,12.8,52.3,40.1,47.7,59.9,100.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,33.6,27.3,12.8,52.3,40.1,47.7,59.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,      0,      0,      0,      0,      0,      4,      0,      0,     14,     11,      8,22,     16,30,      0,      0,      0,      0,      0,      4,      0,      0,     14,     11,      8,     22,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,24.5,24.3,38.8,33.7,21.6,18.6,31.4,25.2,24.5,24.3,38.8,33.7,21.6,18.6,31.4,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250325,2025-03-25,088695,CMX ,1,88,38234,0,0,0,0,0,1904,0,0,9669,16120,6816,18389,22936,19845,15298,38234,0,0,0,0,0,1904,0,0,9669,16120,6816,18389,22936,19845,15298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    2231,       0,       0,       0,       0,       0,    -121,       0,     -75,    -866,    4878,    2639,    1577,    7442,     654,   -5211,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.3,42.2,17.8,48.1,60.0,51.9,40.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.3,42.2,17.8,48.1,60.0,51.9,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,      0,      0,      0,      0,      0,.,      0,      0,     12,     10,      9,20,     14,25,      0,      0,      0,      0,      0,.,      0,      0,     12,     10,      9,     20,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,26.2,38.0,38.9,54.9,20.8,33.6,25.9,40.7,26.2,38.0,38.9,54.9,20.8,33.6,25.9,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250318,2025-03-18,088695,CMX ,1,88,36003,0,0,0,0,0,2025,0,75,10535,11242,4177,16812,15494,19191,20509,36003,0,0,0,0,0,2025,0,75,10535,11242,4177,16812,15494,19191,20509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    4017,       0,       0,       0,       0,       0,     443,    -270,      75,    1505,   -4620,    2010,    4033,   -2805,     -16,    6822,100.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.2,29.3,31.2,11.6,46.7,43.0,53.3,57.0,100.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.2,29.3,31.2,11.6,46.7,43.0,53.3,57.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,      0,      0,      0,      0,      0,.,      0,.,     11,     10,      8,19,     14,24,      0,      0,      0,      0,      0,.,      0,.,     11,     10,      8,     19,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,24.7,24.7,35.2,38.5,23.8,22.9,30.5,30.0,24.7,24.7,35.2,38.5,23.8,22.9,30.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250311,2025-03-11,088695,CMX ,1,88,31986,0,0,0,0,0,1582,270,0,9030,15862,2167,12779,18299,19207,13687,31986,0,0,0,0,0,1582,270,0,9030,15862,2167,12779,18299,19207,13687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,     565,       0,       0,       0,       0,       0,       0,     112,     -76,    1305,    1040,    -222,    1007,     854,    -442,    -289,100.0,0.0,0.0,0.0,0.0,0.0,4.9,0.8,0.0,28.2,49.6,6.8,40.0,57.2,60.0,42.8,100.0,0.0,0.0,0.0,0.0,0.0,4.9,0.8,0.0,28.2,49.6,6.8,40.0,57.2,60.0,42.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,      0,      0,      0,      0,      0,.,.,      0,      9,     10,      8,16,     14,22,      0,      0,      0,      0,      0,.,.,      0,      9,     10,      8,     16,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,21.5,42.4,31.6,54.8,21.5,41.3,30.8,48.9,21.5,42.4,31.6,54.8,21.5,41.3,30.8,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250304,2025-03-04,088695,CMX ,1,88,31421,0,0,0,0,0,1582,158,76,7725,14822,2389,11772,17445,19649,13976,31421,0,0,0,0,0,1582,158,76,7725,14822,2389,11772,17445,19649,13976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -3098,       0,       0,       0,       0,       0,    -309,     -68,      19,   -1105,    1207,   -1016,   -2411,     142,    -687,   -3240,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.2,24.6,47.2,7.6,37.5,55.5,62.5,44.5,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.2,24.6,47.2,7.6,37.5,55.5,62.5,44.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,      0,      0,      0,      0,      0,.,.,.,     10,      9,      8,18,     13,22,      0,      0,      0,      0,      0,.,.,.,     10,      9,      8,     18,     13,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,19.2,43.0,28.8,53.8,19.2,39.9,26.2,47.0,19.2,43.0,28.8,53.8,19.2,39.9,26.2,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250225,2025-02-25,088695,CMX ,1,88,34519,0,0,0,0,0,1891,226,57,8830,13615,3405,14183,17303,20336,17216,34519,0,0,0,0,0,1891,226,57,8830,13615,3405,14183,17303,20336,17216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,     902,       0,       0,       0,       0,       0,    -223,     226,      57,    -704,    4223,     618,    -252,    5124,    1154,   -4222,100.0,0.0,0.0,0.0,0.0,0.0,5.5,0.7,0.2,25.6,39.4,9.9,41.1,50.1,58.9,49.9,100.0,0.0,0.0,0.0,0.0,0.0,5.5,0.7,0.2,25.6,39.4,9.9,41.1,50.1,58.9,49.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,      0,      0,      0,      0,      0,.,.,.,      9,      8,      8,17,     13,21,      0,      0,      0,      0,      0,.,.,.,      9,      8,      8,     17,     13,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,20.0,38.6,32.5,48.3,18.6,32.9,27.8,39.4,20.0,38.6,32.5,48.3,18.6,32.9,27.8,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250218,2025-02-18,088695,CMX ,1,88,33617,0,0,0,0,0,2114,0,0,9534,9392,2787,14435,12179,19182,21438,33617,0,0,0,0,0,2114,0,0,9534,9392,2787,14435,12179,19182,21438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1437,     -19,    -251,       0,       0,       0,    -308,       0,       0,    -107,     359,     293,    -141,     401,    1578,    1036,100.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,28.4,27.9,8.3,42.9,36.2,57.1,63.8,100.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,28.4,27.9,8.3,42.9,36.2,57.1,63.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,      0,      0,      0,      0,      0,.,      0,      0,      9,     10,      7,16,     13,22,      0,      0,      0,      0,      0,.,      0,      0,      9,     10,      7,     16,     13,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,26.0,23.7,36.3,33.1,23.0,19.7,31.0,26.1,26.0,23.7,36.3,33.1,23.0,19.7,31.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250211,2025-02-11,088695,CMX ,1,88,32180,19,251,0,0,0,2422,0,0,9641,9033,2494,14576,11778,17604,20402,32180,19,251,0,0,0,2422,0,0,9641,9033,2494,14576,11778,17604,20402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100.0,0.1,0.8,0.0,0.0,0.0,7.5,0.0,0.0,30.0,28.1,7.8,45.3,36.6,54.7,63.4,100.0,0.1,0.8,0.0,0.0,0.0,7.5,0.0,0.0,30.0,28.1,7.8,45.3,36.6,54.7,63.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,.,.,      0,      0,      0,      4,      0,      0,      9,     10,      7,17,     15,24,.,.,      0,      0,      0,      4,      0,      0,      9,     10,      7,     17,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,27.8,23.7,38.4,32.9,24.8,20.3,33.2,26.7,27.8,23.7,38.4,32.9,24.8,20.3,33.2,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250128,2025-01-28,088695,CMX ,1,88,37918,11,238,0,0,0,1560,396,0,7062,7595,13383,22016,21612,15902,16306,37918,11,238,0,0,0,1560,396,0,7062,7595,13383,22016,21612,15902,16306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,     540,      -1,      10,       0,       0,       0,    -624,     396,     -46,    -157,   -3572,    3152,    2324,     -60,   -1784,     600,100.0,0.0,0.6,0.0,0.0,0.0,4.1,1.0,0.0,18.6,20.0,35.3,58.1,57.0,41.9,43.0,100.0,0.0,0.6,0.0,0.0,0.0,4.1,1.0,0.0,18.6,20.0,35.3,58.1,57.0,41.9,43.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,.,.,      0,      0,      0,.,.,      0,     10,     10,      9,16,     17,23,.,.,      0,      0,      0,.,.,      0,     10,     10,      9,     16,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,35.5,42.9,50.8,51.6,15.2,14.7,21.0,19.1,35.5,42.9,50.8,51.6,15.2,14.7,21.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250121,2025-01-21,088695,CMX ,1,88,37378,12,228,0,0,0,2184,0,46,7219,11167,10231,19692,21672,17686,15706,37378,12,228,0,0,0,2184,0,46,7219,11167,10231,19692,21672,17686,15706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    3863,      12,     228,       0,       0,       0,     606,    -916,      46,    1267,    1036,    1325,    3256,    1719,     607,    2144,100.0,0.0,0.6,0.0,0.0,0.0,5.8,0.0,0.1,19.3,29.9,27.4,52.7,58.0,47.3,42.0,100.0,0.0,0.6,0.0,0.0,0.0,5.8,0.0,0.1,19.3,29.9,27.4,52.7,58.0,47.3,42.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,.,.,      0,      0,      0,.,      0,.,     10,      8,      8,17,     15,22,.,.,      0,      0,      0,.,      0,.,     10,      8,      8,     17,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,29.3,44.5,43.6,54.8,15.0,25.1,21.2,29.9,29.3,44.5,43.6,54.8,15.0,25.1,21.2,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,250114,2025-01-14,088695,CMX ,1,88,33515,0,0,0,0,0,1578,916,0,5952,10131,8906,16436,19953,17079,13562,33515,0,0,0,0,0,1578,916,0,5952,10131,8906,16436,19953,17079,13562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100.0,0.0,0.0,0.0,0.0,0.0,4.7,2.7,0.0,17.8,30.2,26.6,49.0,59.5,51.0,40.5,100.0,0.0,0.0,0.0,0.0,0.0,4.7,2.7,0.0,17.8,30.2,26.6,49.0,59.5,51.0,40.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,      0,      0,      0,      0,      0,.,.,      0,      9,      8,      8,13,     15,20,      0,      0,      0,      0,      0,.,.,      0,      9,      8,      8,     13,     15,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,31.1,43.0,43.4,53.4,14.2,24.1,21.0,30.6,31.1,43.0,43.4,53.4,14.2,24.1,21.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 10 TROY OUNCES),088695,CMX ,88,N20,Combined
